title,location,price,area,no_rooms,interior,year
ApartmentRijngraafstraat,4811DLBreda(Valkenberg),"€1,495permonth",98m²,3rooms,,2007
HouseFransvanWaesberghestraat,4561ACHulst(Binnenstad),"€1,250permonth",102m²,3rooms,Upholstered,
ApartmentGrootHertoginnelaan,2517EGDenHaag(Sweelinckpleinenomgeving),"€1,750permonth",108m²,4rooms,Upholstered,
ApartmentNassaukade3752,1054ACAmsterdam(Helmersbuurt),"€1,950permonth",70m²,2rooms,Upholstered,
ApartmentBeemsterstraat546a8,1024BVAmsterdam(Waterlandpleinbuurt),€995permonth,66m²,2rooms,Upholstered,
ApartmentRoggekamp,2592VXDenHaag(Kampen),€795permonth,31m²,1room,Upholstered,
ApartmentOranjeplein,6224KEMaastricht(Wyckerpoort),"€1,150permonth",100m²,3rooms,Upholstered,
ApartmentJohanutenBoomgaarterf11,3984KWOdijk(Odijk),"€1,250permonth",60m²,3rooms,Furnished,
ApartmentMarieHeinekenplein508,1072MLAmsterdam(OudePijp),"€2,500permonth",90m²,3rooms,Furnished,
StudioTorenstraat,9671EEWinschoten(Winschoten-Centrum),€665permonth,23m²,1room,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
StudioRuilstraat90A02,3023XXRotterdam(NieuweWesten),€650permonth,14m²,1room,Upholstered,
ApartmentHarstenhoekweg,2587SJDenHaag(BelgischPark),€700permonth,35m²,2rooms,Upholstered,
ApartmentDrSmitstraat8I,2041KJZandvoort(BoulevardNoord),"€1,100permonth",30m²,2rooms,Furnished,
ApartmentOudeLoosdrechtseweg,1215HEHilversum(Staatsliedenkwartier),"€1,250permonth",70m²,3rooms,Upholstered,
HouseWisentstraat,1402TVBussum(Donderstraat),"€3,250permonth",165m²,6rooms,Upholstered,
ApartmentHeuvel,5502AJVeldhoven(Zeelst),"€1,695permonth",95m²,3rooms,Furnished,
ApartmentLangestraat,7511HBEnschede(City),€895permonth,50m²,2rooms,Upholstered,
HouseHerenweg364,2211VHNoordwijkerhout(BuitengebiedNoordwijkerhout),"€4,500permonth",462m²,7rooms,Upholstered,
RoomHooiraamhoek,7546MAEnschede(Helmerhoek-Noord),€700permonth,16m²,1room,Furnished,
ApartmentNoordeinde,2311CELeiden(Academiewijk),"€1,495permonth",83m²,3rooms,Upholstered,
StudioNieuweBeestenmarkt,2312CHLeiden(d'OudeMorsch),€995permonth,28m²,1room,Upholstered,
ApartmentNewtonstraat,2562KVDenHaag(RonddeEnergiecentrale),€850permonth,67m²,3rooms,Upholstered,
ApartmentHollandseHout,8244GBLelystad(HollandseHout(Villapark)),"€3,500permonth",216m²,5rooms,Upholsteredorfurnished,
HouseBouwenEwoutstraat,4381PPVlissingen(Scheldestraate.o.),"€1,425permonth",103m²,4rooms,Furnished,
ApartmentZuiderstraat,2042GBZandvoort(Brederode-Gerkestraate.o.),"€1,350permonth",65m²,2rooms,Upholsteredorfurnished,
ApartmentStadhouderskade88H,1073AVAmsterdam(OudePijp),"€2,400permonth",65m²,3rooms,,Before1906
StudioOudegracht,3511ABUtrecht(WijkC),€730permonth,24m²,1room,Furnished,
ApartmentWesterdoksdijk291,1013ADAmsterdam(Haarlemmerbuurt),"€2,250permonth",69m²,3rooms,Furnished,
ApartmentCuraçaostraat,1058BNAmsterdam(WestindischeBuurt),"€2,100permonth",59m²,3rooms,Upholstered,
ApartmentMariniersweg250,3011ZZRotterdam(Stadsdriehoek),"€1,275permonth",66m²,2rooms,Furnished,
ApartmentStadsring,3811HMAmersfoort(Smallepade.o.),€950permonth,45m²,2rooms,Upholstered,
ApartmentJantenBrinkstraat,2522JDDenHaag(Laakkwartier-Oost),"€1,275permonth",60m²,3rooms,Upholstered,
HouseRoseboomlaan32,6717ZBEde(Enka),"€1,195permonth",129m²,4rooms,Shell,
HouseNassaustraat139,3601BEMaarssen(CentrumtennoordenvandeVecht),"€1,400permonth",60m²,3rooms,Upholstered,
ApartmentBoterstraat10B,"3511LZUtrecht(LangeElisabethstraat,Mariaplaatsenomgeving)","€1,950permonth",64m²,3rooms,Upholstered,
ApartmentVanHasseltstraat,6821ASArnhem(St.Marten),€820permonth,42m²,2rooms,Shell,
RoomSpijkerstraat,6828DEArnhem(Spijkerbuurt),€530permonth,15m²,1room,Upholstered,
ApartmentJansbinnensingel,6811AJArnhem(Janssingel),"€1,000permonth",70m²,2rooms,Upholstered,
ApartmentKraneweg,9718JCGroningen(Schildersbuurt),"€1,895permonth",96m²,2rooms,Furnished,
HouseBergseLinkerRottekade,3056LLRotterdam(Terbregge),"€2,360permonth",137m²,5rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentJacobusBellamyhove,2717WRZoetermeer(Buytenwegh),"€1,250permonth",84m²,3rooms,Shell,
ApartmentVanVollenhovenstraat,3016BERotterdam(NieuweWerk),"€1,395permonth",84m²,3rooms,Upholstered,
ApartmentSpoorlaan,5038CHTilburg(BinnenstadWest),€700permonth,25m²,1room,Upholstered,
ApartmentAnnavanBurenlaan,6713NPEde(Beatrixpark),€999permonth,72m²,3rooms,Upholstered,
ApartmentAdelheidstraat92A,2595EEDenHaag(Bezuidenhout-Midden),€895permonth,33m²,2rooms,Upholstered,
HousePietHeinplein9,2202NANoordwijk(Zeeheldenbuurt),"€1,995permonth",100m²,4rooms,Furnished,
ApartmentKapelstraat,5591HDHeeze(Heeze),"€1,695permonth",102m²,3rooms,Upholstered,
ApartmentVoorstraat,3201BBSpijkenisse(Kern),€950permonth,35m²,2rooms,Furnished,
ApartmentKapoenstraat,6211KWMaastricht(Binnenstad),"€1,350permonth",62m²,2rooms,Furnished,
ApartmentWaterviolier,4823MABreda(Kroeten),"€1,300permonth",90m²,3rooms,,2002
ApartmentWillemstraat,5611HCEindhoven(Bergen),"€1,295permonth",60m²,2rooms,Furnished,
HouseMerellaan,3135KSVlaardingen(BabberspolderNoord),"€1,450permonth",77m²,3rooms,Furnished,
ApartmentBachstraat,2324GSLeiden(Fortuinwijk-Noord),"€1,100permonth",80m²,2rooms,Shell,
ApartmentKostverlorenstraat2,2042PGZandvoort(Centrum),"€1,950permonth",80m²,3rooms,Upholstered,
HouseKlaverweerd,6229TNMaastricht(Heugem),"€1,350permonth",82m²,6rooms,Upholstered,
ApartmentAziëlaan,3526SZUtrecht(Kanaleneiland-Zuid),"€2,325permonth",105m²,4rooms,Furnished,
ApartmentCornelisVermuydenstraat,1018RNAmsterdam(OostelijkeEilanden/Kadijken),"€2,200permonth",75m²,3rooms,Furnished,
ApartmentArnhemseweg-Zuid,3817CRAmersfoort(Leusderkwartier-Oost),"€1,075permonth",69m²,2rooms,Shell,
ApartmentSnellinckstraat,3021WCRotterdam(Middelland),"€2,000permonth",125m²,3rooms,Upholstered,
ApartmentPastoorHabetsstraat,6217KMMaastricht(Brusselsepoort),"€1,050permonth",40m²,2rooms,Furnished,
ApartmentOvereind82,3998JASchalkwijk(DorpSchalkwijkOost),€850permonth,40m²,2rooms,Upholstered,
HouseAugustoSandinostraat104,3573ZDUtrecht(VoordorpenVoorveldsepolder),"€2,000permonth",121m²,5rooms,,
ApartmentBennekomstraat77,2573RCDenHaag(Oostbroek-Noord),"€1,250permonth",66m²,4rooms,,1928
HouseKorbootstraat,2583CVDenHaag(Vissershaven),€850permonth,29m²,2rooms,,1993
HouseKorbootstraat,2583CVDenHaag(Vissershaven),€899permonth,34m²,2rooms,,1993
ApartmentSonsbeeksingel,6814ABArnhem(Transvaalbuurt),€900permonth,50m²,2rooms,Furnished,
ApartmentCingelstraat,4811MCBreda(City),"€1,295permonth",70m²,3rooms,Upholstered,
ApartmentTaalstraat,5261BDVught(Centrum),"€1,030permonth",45m²,2rooms,Upholstered,
ApartmentSternstraat,3083ZTRotterdam(Carnisse),€750permonth,45m²,2rooms,Upholstered,
StudioGoirkestraat,5046GLTilburg(GoirkeNoord),"€1,260permonth",70m²,2rooms,Upholstered,
HouseGein-Zuid12,1391GTAbcoude(AbcoudeBuitengebied),"€3,000permonth",190m²,4rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
HouseGrasdreef,5658HXEindhoven(Grasrijk),"€1,750permonth",107m²,4rooms,Upholstered,
ApartmentVedelring,4876ELEtten-Leur(GrauwePolder3),€425permonth,12m²,1room,Upholstered,
HouseVanSpaenstraat25,1181DVAmstelveen(RandwijckWest),"€3,250permonth",160m²,5rooms,Upholstered,
ApartmentKosterstraat13c,2042JJZandvoort(Centrum),"€1,500permonth",50m²,2rooms,Furnished,
ApartmentZeelandiahoeve265,1187MBAmstelveen(Landschappenbuurt),"€1,950permonth",76m²,3rooms,Furnished,
ApartmentUtrechtsestraat,6811LSArnhem(Stationsplein),"€1,200permonth",70m²,3rooms,Upholstered,
ApartmentHoutlaan397,3016DARotterdam(NieuweWerk),"€3,750permonth",124m²,3rooms,Upholstered,
ApartmentMarialaan,4834VLBreda(Overakker),"€1,095permonth",85m²,2rooms,Upholstered,
ApartmentMerweplein,3432GNNieuwegein(Merwestein),"€1,450permonth",57m²,2rooms,Furnished,
ApartmentWilhelminastraat,1054WJAmsterdam(Helmersbuurt),"€2,250permonth",51m²,3rooms,,1900
StudioWijdstraat,2801KAGouda(DeBaane.o.),€700permonth,27m²,2rooms,Upholstered,
ApartmentLierderholthuisweg,8144RELierderholthuis(LierderholthuisKern),"€1,000permonth",176m²,4rooms,Upholstered,
HouseOostermoer44,8302JBEmmeloord(Emmeloord-deErven),€995permonth,68m²,3rooms,Shell,
ApartmentVanLenneplaan,9721PKGroningen(DeWijert),"€1,195permonth",87m²,3rooms,Upholstered,
ApartmentHolwerdalaan141,2273HGVoorburg(Bovenveennoord),"€1,350permonth",58m²,3rooms,Furnished,
ApartmentTjerkHiddesstraat,2041JLZandvoort(BoulevardNoord),"€1,650permonth",75m²,2rooms,Upholsteredorfurnished,
ApartmentVanIddekingeweg,9721CLGroningen(DeWijert),"€1,475permonth",100m²,3rooms,Upholsteredorfurnished,
ApartmentBorgesiusstraat,3038TBRotterdam(Bergpolder),€975permonth,50m²,2rooms,Upholstered,
ApartmentDriekoningenstraat,6828EMArnhem(Spijkerbuurt),€950permonth,60m²,2rooms,Upholstered,
ApartmentWeverstraat,5046TJTilburg(TextielbuurtWest),"€1,000permonth",48m²,2rooms,Upholstered,
RoomOosterstraat,7514DZEnschede(DeLaares),€725permonth,20m²,2rooms,Upholstered,
HouseAbbekesdoel,2971VABleskensgraafca(Bleskensgraaf-West),"€1,500permonth",97m²,6rooms,Upholstered,
HouseSintAntoniuslaan,6221XKMaastricht(SintMaartenspoort),€770permonth,35m²,2rooms,Upholstered,
ApartmentDeRegent,5611HWEindhoven(WitteDame),"€2,700permonth",110m²,2rooms,Furnished,
ApartmentEersteNassaustraat,1052BHAmsterdam(Staatsliedenbuurt),"€2,600permonth",100m²,3rooms,Furnished,
ApartmentBurgemeesterEngelbertsstraat36sous,2042KNZandvoort(BoulevardMidden),"€1,500permonth",50m²,2rooms,Furnished,
ApartmentPastoorSmitsstraat,5014RHTilburg(HoefstraatNoord),"€1,295permonth",90m²,2rooms,,
ApartmentBrachthuijzerstraat1I,1075ENAmsterdam(Willemspark),"€2,200permonth",80m²,3rooms,Upholstered,
ApartmentMuzenlaan108,6411AGHeerlen('tLoon),€765permonth,101m²,5rooms,Shell,
ApartmentKasteelAldengoorstraat,6222WJMaastricht(Nazareth),€715permonth,45m²,2rooms,,1976
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
RoomSonmansstraat,3039DJRotterdam(Blijdorp),€850permonth,15m²,1room,Furnished,
ApartmentGovertFlinckstraat,1072ELAmsterdam(OudePijp),"€2,450permonth",91m²,3rooms,Upholstered,
StudioTransvaalstraat,3072PVRotterdam(Afrikaanderwijk),€665permonth,20m²,1room,Upholstered,
ApartmentBovenkerkerweg77,1187XCAmstelveen(Kruidenbuurt),"€1,820permonth",35m²,1room,Upholsteredorfurnished,
ApartmentWilhelminastraat81III,1054VXAmsterdam(OvertoomseSluis),"€2,750permonth",125m²,3rooms,Furnished,
ApartmentSpilstraat,2516KHDenHaag(Noordpolderbuurt),"€1,166permonth",60m²,3rooms,Upholstered,
StudioPloegstraat,3075NDRotterdam(Vreewijk),€795permonth,50m²,1room,Upholstered,
StudioQuintenMatsijsstraat,5025RBTilburg(SchildersbuurtZuid),€630permonth,28m²,1room,Upholstered,
ApartmentGroeseindstraat,5014LVTilburg(SintPieterspark),€760permonth,53m²,2rooms,Upholstered,
ApartmentWeverstraat,5046TJTilburg(TextielbuurtWest),€900permonth,42m²,2rooms,Upholstered,
ApartmentHeuvelring,5038CJTilburg(BinnenstadOost),"€1,250permonth",58m²,2rooms,Upholstered,
ApartmentCantaloupenburg42,2514KMDenHaag(Willemspark),"€1,850permonth",86m²,2rooms,Upholstered,
ApartmentFoarwei,9298JLKollumerzwaag(Kollumerzwaag),€750permonth,50m²,3rooms,Furnished,
HouseKorteweg23,2024DJHaarlem(Schotervlieland),"€2,095permonth",78m²,4rooms,Furnished,
ApartmentNieuweSchoolstraat,2613SHDelft(Westerkwartier),€875permonth,55m²,3rooms,Upholstered,
ApartmentMolenstraat,2513BHDenHaag(Kortenbos),"€1,895permonth",44m²,2rooms,Upholsteredorfurnished,
ApartmentMolenstraat5D,2513BHDenHaag(Kortenbos),"€1,595permonth",46m²,1room,Furnished,
ApartmentSteijnlaan,4818EWBreda(Sportpark),"€1,250permonth",80m²,3rooms,Upholstered,
ApartmentNieuwegracht,3512LVUtrecht(Nieuwegracht-Oost),"€1,350permonth",45m²,2rooms,Furnished,
ApartmentAmstelveenseweg,1081JNAmsterdam(Buitenveldert-West),"€3,000permonth",99m²,3rooms,Furnished,
ApartmentMankesstraat,2597CKDenHaag(Uilennest),"€1,550permonth",72m²,3rooms,Furnished,
ApartmentBurgemeesterEngelbertsstraat363,2042KNZandvoort(BoulevardMidden),€900permonth,45m²,2rooms,Furnished,
StudioRoermondsestraat35K3,5912AHVenlo(Spoorsingel),€425permonth,20m²,1room,,1905
ApartmentGroteOverstraat,7411JCDeventer(Centrum),€725permonth,42m²,2rooms,Upholstered,
ApartmentGraafseweg,6532ZVNijmegen(Heseveld),"€1,195permonth",23m²,1room,Furnished,
ApartmentKeizersgracht,1015CNAmsterdam(Grachtengordel-West),"€2,800permonth",109m²,3rooms,Furnished,
HouseTiendschuurstraat,8043XTZwolle(Frankhuis),"€1,350permonth",80m²,5rooms,Upholstered,
ApartmentChopinplein,4102CRCulemborg(TerWeijdeComponistenbuurt),"€1,275permonth",91m²,4rooms,Upholstered,
ApartmentKratonkade,3024EWRotterdam(Schiemond),"€1,995permonth",91m²,3rooms,Upholstered,
ApartmentBergseDorpsstraat,3054GGRotterdam(HillegersbergNoord),"€1,395permonth",55m²,2rooms,Upholstered,
HouseGein-Zuid12,1391GTAbcoude(AbcoudeBuitengebied),"€3,000permonth",190m²,4rooms,Upholstered,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
HouseBoterbloem9,1441TTPurmerend(Gors-Zuid),"€1,500permonth",121m²,4rooms,Furnished,
ApartmentNolensstraat6B,3039PTRotterdam(Blijdorp),"€1,650permonth",94m²,4rooms,Upholstered,
ApartmentEersteWeteringdwarsstraat,1017TMAmsterdam(DeWeteringschans),"€2,450permonth",60m²,3rooms,Furnished,
HouseZwaluwstraat21,6942KMDidam(Didam-Zuid),"€1,300permonth",150m²,6rooms,Upholstered,
HouseKerstomaatplantsoen,"1104VEAmsterdam(BijlmerOost(E,G,K))","€1,950permonth",107m²,4rooms,Upholsteredorfurnished,
ApartmentGroteMarkt,9711LXGroningen(Binnenstad-Noord),"€1,250permonth",32m²,1room,Upholstered,
ApartmentOudeLoosdrechtseweg,1215HEHilversum(Staatsliedenkwartier),"€1,495permonth",74m²,4rooms,Furnished,
ApartmentGroenvanPrinstererstraat,3038RARotterdam(Bergpolder),"€1,250permonth",60m²,2rooms,Upholstered,
ApartmentNieuweEbbingestraat,9712NNGroningen(Hortusbuurt-Ebbingekwartier),"€1,400permonth",100m²,3rooms,Upholstered,
StudioSchuitendiep,9711REGroningen(Binnenstad-Oost),€760permonth,60m²,1room,Upholstered,
ApartmentAchtkant11,9617DAHarkstede(Harkstede),"€1,100permonth",85m²,5rooms,Upholstered,
HouseNederlandlaan,6414HAHeerlen(Vrieheide),€950permonth,125m²,3rooms,Upholstered,
ApartmentdeElzas,5701RZHelmond(Centrum),"€1,245permonth",88m²,3rooms,Upholstered,
RoomDeHoutmanstraat,6826PKArnhem(PresikhaafIII),€335permonth,12m²,1room,,
ApartmentWeegbreepad,4461MLGoes(Goes-West),"€1,350permonth",115m²,3rooms,Upholstered,
ApartmentVanOstadestraat,1072SWAmsterdam(NieuwePijp),"€2,450permonth",69m²,3rooms,Furnished,
ApartmentHekelsteeg10A,"3511AKUtrecht(LangeElisabethstraat,Mariaplaatsenomgeving)","€1,325permonth",51m²,2rooms,,1913
ApartmentFort,5509MPVeldhoven(DePolders),"€1,350permonth",80m²,3rooms,Upholstered,
ApartmentVanAlkemadelaan,2597BMDenHaag(Duttendel),"€1,295permonth",67m²,2rooms,Furnished,
HouseIJsseldijk-Noord,2935BKOuderkerkaandenIJssel(Verspr.huizenOuderkerkNoord),"€1,295permonth",80m²,3rooms,Furnished,
HouseBorgEkenstein,7608GXAlmelo(SchelfhorstNoordwest),€875permonth,106m²,5rooms,Shell,
ApartmentThorbeckestraat226,6702BZWageningen(Nude-buurt),€840permonth,70m²,3rooms,,1966
ApartmentHooidrift30A02,3023KPRotterdam(NieuweWesten),"€1,050permonth",65m²,2rooms,Upholstered,
StudioSpoorlaan,5038CCTilburg(BinnenstadOost),€645permonth,40m²,1room,Upholstered,
ApartmentNicolaasBeetsstraat100,3511HGUtrecht(HoochBoulandt),"€1,795permonth",94m²,3rooms,Shell,
HouseDonk,5512NKVessem(VerspreidehuizenVessem),"€2,250permonth",181m²,6rooms,Upholstered,
ApartmentAltingstraat24,2593SXDenHaag(Bezuidenhout-Oost),"€1,450permonth",81m²,3rooms,Furnished,
HouseKruilier,4901RBOosterhout(Molenbuurt),"€1,500permonth",120m²,4rooms,Upholstered,
HouseAlettaJacobs-erf,3315ENDordrecht(AlettaJacobs-erfenomgeving),"€1,595permonth",105m²,5rooms,Upholstered,
HouseLimietlaan,5216JJDenBosch(Bazeldonk),"€1,250permonth",75m²,3rooms,Upholstered,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentKoninginnegracht,2514AJDenHaag(Archipelbuurt),"€1,050permonth",70m²,3rooms,,1945-1959
ApartmentHaringvlietstraat15I,1078JZAmsterdam(Scheldebuurt),"€2,500permonth",91m²,5rooms,Upholstered,
StudioBoschdijk,5612HAEindhoven(Limbeek-Zuid),€870permonth,25m²,1room,Furnished,
StudioBoschdijk,5612HAEindhoven(Limbeek-Zuid),€870permonth,25m²,1room,Furnished,
ApartmentRoerstraat69,1078LKAmsterdam(Scheldebuurt),"€1,900permonth",70m²,3rooms,Upholstered,
ApartmentLindanusstraat,6041ECRoermond(Binnenstad),"€1,150permonth",60m²,3rooms,,
ApartmentLindanusstraat,6041ECRoermond(Binnenstad),"€1,150permonth",60m²,3rooms,,
ApartmentLindanusstraat,6041ECRoermond(Binnenstad),"€1,500permonth",101m²,3rooms,,
ApartmentKloveniersburgwal,1011JXAmsterdam(Nieuwmarkt/Lastage),"€2,595permonth",100m²,2rooms,Upholstered,
ApartmentBurgemeesterJur.Visserlaan28,1411BSNaarden(Vierhoven),"€1,300permonth",55m²,2rooms,Upholsteredorfurnished,
HouseMiddenweg97*,1394AENederhorstdenBerg(Horstermeer),"€1,500permonth",75m²,1room,Upholsteredorfurnished,
ApartmentWalenburgerweg,3039AGRotterdam(Provenierswijk),"€1,375permonth",62m²,2rooms,,1935
HouseJohanvanOldenbarneveltlaan,2582NZDenHaag(Statenkwartier),"€3,500permonth",169m²,5rooms,Upholstered,
ApartmentStadionkade12,1077VGAmsterdam(Apollobuurt),"€2,500permonth",106m²,5rooms,,1930
ApartmentHoutlaan,3016DARotterdam(NieuweWerk),"€3,171permonth",90m²,3rooms,Furnished,
ApartmentWilhelminakade,3072APRotterdam(KopvanZuid),"€3,298permonth",94m²,3rooms,Furnished,
ApartmentPopulierenlaan,1185SMAmstelveen(Populierenbuurt),"€1,750permonth",83m²,3rooms,Furnished,
ApartmentLaanvanVollenhove,3706AAZeist(Vollenhove),"€1,320permonth",82m²,3rooms,,1976
HouseAkkerdistelstraat4,1031JZAmsterdam(NoordelijkeIJ-oeversWest),"€2,750permonth",203m²,7rooms,Furnished,
ApartmentKinkerstraat,1053DRAmsterdam(VanLennepbuurt),"€2,500permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentMarsdiepstraat277,1784AEDenHelder(GroteRivierenbuurt),€900permonth,74m²,4rooms,Shell,
HouseTelefoonstraat,"5641SNEindhoven(Muschberg,Geestenberg)","€1,695permonth",111m²,3rooms,Furnished,
ApartmentMonetstraat10,2231MBRijnsburg(Kleipetten),"€1,525permonth",89m²,3rooms,Upholsteredorfurnished,
ApartmentVeluwemeer,3446JDWoerden(Waterrijk),"€1,595permonth",96m²,3rooms,Upholstered,
ApartmentJanWillemFrisohof,2517LADenHaag(Zorgvliet),"€2,200permonth",110m²,3rooms,Upholstered,
StudioSchaesbergerweg126A,6415AKHeerlen(Schaesbergerveld),€390permonth,20m²,1room,Upholstered,
HouseGrassavanne,5658EVEindhoven(Grasrijk),"€1,950permonth",147m²,10rooms,Upholstered,
HouseGerardBromlaan,5624GVEindhoven(Prinsejagt),"€1,750permonth",120m²,5rooms,Upholstered,
ApartmentDeSavorninLohmanlaan122,2566ASDenHaag(BohemenenMeerenBos),"€1,395permonth",102m²,3rooms,Upholstered,
ApartmentGerardDoustraat,1073XAAmsterdam(OudePijp),"€2,000permonth",56m²,2rooms,Furnished,
HouseGein-Zuid12,1391GTAbcoude(AbcoudeBuitengebied),"€3,000permonth",190m²,4rooms,Upholstered,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
HouseNoorderweg120,1222PGHilversum(JohannesGeradtswegbuurt),"€2,650permonth",148m²,6rooms,Upholstered,
ApartmentNaxosdreef,3562JDUtrecht(Zamenhofdreefenomgeving),"€1,850permonth",90m²,3rooms,,
StudioOranjestraat2B,"5611JHEindhoven(Eliasterrein,Vonderkwartier)","€1,295permonth",37m²,1room,Furnished,
HouseGraafsebaan,5242JNRosmalen(Molenhoek),€975permonth,45m²,2rooms,Furnished,
ApartmentKrombekstraat,"1104KTAmsterdam(BijlmerOost(E,G,K))","€1,850permonth",65m²,2rooms,Upholstered,
ApartmentJozefIsraëlsplein8a,9718ENGroningen(Schildersbuurt),"€1,165permonth",55m²,3rooms,Furnished,
ApartmentTweedeHasselaerstraat2F,2013GAHaarlem(Hasselaersbuurt),"€1,250permonth",38m²,2rooms,Furnished,
ApartmentHoofdstraat,9937PBMeedhuizen(Meedhuizen),€265permonth,70m²,2rooms,Upholstered,
HouseSchrijnwerkerstraat,4813LVBreda(Princenhage),"€1,400permonth",120m²,5rooms,Shell,
ApartmentBeeklaan,2562AWDenHaag(Valkenboskwartier),"€1,100permonth",65m²,3rooms,Upholstered,
StudioGenovevalaan,5625AMEindhoven(Winkelcentrum),"€1,025permonth",34m²,1room,Upholstered,
HouseDeRegenwulp24,7609WNAlmelo(Huttenveld),€995permonth,113m²,4rooms,Shell,
ApartmentRozenboomlaan,2274HJVoorburg(VoorburgMiddenzuid),"€1,350permonth",69m²,3rooms,Upholstered,
ApartmentIndustriestraat,7553CLHengelo(Tuindorp-Zuid),€750permonth,40m²,3rooms,Upholstered,
